date,result,slot 1,slot 2,slot 3,slot 4,slot 5,slot 6,sorted1,sorted2,sorted3,sorted4,sorted5,sorted6
10/30/2012,02-39-12-35-33-13,2,39,12,35,33,13,2,12,13,33,35,39
11/1/2012,39-14-18-36-37-19,39,14,18,36,37,19,14,18,19,36,37,39
11/3/2012,14-23-16-36-37-20,14,23,16,36,37,20,14,16,20,23,36,37
11/6/2012,07-42-25-13-16-34,7,42,25,13,16,34,7,13,16,25,34,42
11/8/2012,22-20-24-32-04-02,22,20,24,32,4,2,2,4,20,22,24,32
11/10/2012,36-09-07-35-18-33,36,9,7,35,18,33,7,9,18,33,35,36
11/13/2012,36-35-06-32-04-29,36,35,6,32,4,29,4,6,29,32,35,36
11/15/2012,38-30-20-06-08-11,38,30,20,6,8,11,6,8,11,20,30,38
11/17/2012,19-10-24-28-07-04,19,10,24,28,7,4,4,7,10,19,24,28
11/20/2012,29-25-07-12-35-39,29,25,7,12,35,39,7,12,25,29,35,39
11/22/2012,12-22-27-33-29-19,12,22,27,33,29,19,12,19,22,27,29,33
11/24/2012,35-16-33-39-12-37,35,16,33,39,12,37,12,16,33,35,37,39
11/27/2012,29-35-21-27-32-01,29,35,21,27,32,1,1,21,27,29,32,35
11/29/2012,20-12-35-31-23-09,20,12,35,31,23,9,9,12,20,23,31,35
12/1/2012,32-29-17-14-42-15,32,29,17,14,42,15,14,15,17,29,32,42
12/4/2012,42-04-39-21-03-40,42,4,39,21,3,40,3,4,21,39,40,42
12/6/2012,17-40-34-16-21-06,17,40,34,16,21,6,6,16,17,21,34,40
12/8/2012,27-40-03-25-32-05,27,40,3,25,32,5,3,5,25,27,32,40
12/11/2012,12-40-08-21-18-37,12,40,8,21,18,37,8,12,18,21,37,40
12/13/2012,06-08-24-21-23-16,6,8,24,21,23,16,6,8,16,21,23,24
12/15/2012,06-15-23-14-37-32,6,15,23,14,37,32,6,14,15,23,32,37
12/18/2012,22-35-08-18-25-09,22,35,8,18,25,9,8,9,18,22,25,35
12/20/2012,37-12-42-18-40-01,37,12,42,18,40,1,1,12,18,37,40,42
12/22/2012,07-13-10-08-35-09,7,13,10,8,35,9,7,8,9,10,13,35
12/27/2012,11-27-30-39-05-37,11,27,30,39,5,37,5,11,27,30,37,39
12/29/2012,13-16-26-14-33-04,13,16,26,14,33,4,4,13,14,16,26,33
1/3/2013,21-27-23-37-39-08,21,27,23,37,39,8,8,21,23,27,37,39
1/5/2013,33-31-19-23-28-15,33,31,19,23,28,15,15,19,23,28,31,33
1/8/2013,08-23-20-21-02-33,8,23,20,21,2,33,2,8,20,21,23,33
1/10/2013,42-39-03-30-15-41,42,39,3,30,15,41,3,15,30,39,41,42
1/12/2013,30-27-14-34-05-41,30,27,14,34,5,41,5,14,27,30,34,41
1/15/2013,22-18-09-10-05-01,22,18,9,10,5,1,1,5,9,10,18,22
1/17/2013,35-08-36-32-42-28,35,8,36,32,42,28,8,28,32,35,36,42
1/19/2013,40-26-22-04-35-10,40,26,22,4,35,10,4,10,22,26,35,40
1/22/2013,21-27-08-16-17-34,21,27,8,16,17,34,8,16,17,21,27,34
1/24/2013,34-41-12-24-33-19,34,41,12,24,33,19,12,19,24,33,34,41
1/26/2013,14-36-28-34-12-42,14,36,28,34,12,42,12,14,28,34,36,42
1/29/2013,35-41-23-14-30-36,35,41,23,14,30,36,14,23,30,35,36,41
1/31/2013,30-16-29-13-41-09,30,16,29,13,41,9,9,13,16,29,30,41
2/2/2013,11-42-40-27-31-18,11,42,40,27,31,18,11,18,27,31,40,42
2/5/2013,11-19-33-42-15-28,11,19,33,42,15,28,11,15,19,28,33,42
2/7/2013,09-42-02-22-17-19,9,42,2,22,17,19,2,9,17,19,22,42
2/9/2013,38-11-15-19-27-10,38,11,15,19,27,10,10,11,15,19,27,38
2/12/2013,17-30-13-39-05-19,17,30,13,39,5,19,5,13,17,19,30,39
2/14/2013,19-20-41-04-34-16,19,20,41,4,34,16,4,16,19,20,34,41
2/16/2013,37-01-28-08-12-06,37,1,28,8,12,6,1,6,8,12,28,37
2/19/2013,07-11-27-26-24-16,7,11,27,26,24,16,7,11,16,24,26,27
2/21/2013,33-10-30-09-02-20,33,10,30,9,2,20,2,9,10,20,30,33
2/23/2013,31-24-35-08-22-34,31,24,35,8,22,34,8,22,24,31,34,35
2/26/2013,16-17-24-05-22-26,16,17,24,5,22,26,5,16,17,22,24,26
2/28/2013,35-30-25-20-14-13,35,30,25,20,14,13,13,14,20,25,30,35
3/2/2013,16-07-05-20-02-40,16,7,5,20,2,40,2,5,7,16,20,40
3/5/2013,40-05-41-37-03-16,40,5,41,37,3,16,3,5,16,37,40,41
3/7/2013,08-38-11-26-18-40,8,38,11,26,18,40,8,11,18,26,38,40
3/9/2013,32-35-36-20-12-16,32,35,36,20,12,16,12,16,20,32,35,36
3/12/2013,34-02-42-21-31-26,34,2,42,21,31,26,2,21,26,31,34,42
3/14/2013,40-15-17-06-07-32,40,15,17,6,7,32,6,7,15,17,32,40
3/16/2013,14-17-29-04-38-30,14,17,29,4,38,30,4,14,17,29,30,38
3/19/2013,11-07-33-31-02-14,11,7,33,31,2,14,2,7,11,14,31,33
3/21/2013,29-21-25-30-16-35,29,21,25,30,16,35,16,21,25,29,30,35
3/23/2013,29-35-15-22-07-01,29,35,15,22,7,1,1,7,15,22,29,35
3/26/2013,41-31-32-38-03-20,41,31,32,38,3,20,3,20,31,32,38,41
4/2/2013,23-05-37-08-01-24,23,5,37,8,1,24,1,5,8,23,24,37
4/4/2013,39-40-31-06-04-27,39,40,31,6,4,27,4,6,27,31,39,40
4/6/2013,41-01-30-22-07-24,41,1,30,22,7,24,1,7,22,24,30,41
4/9/2013,31-27-24-30-29-05,31,27,24,30,29,5,5,24,27,29,30,31
4/11/2013,17-24-22-06-07-19,17,24,22,6,7,19,6,7,17,19,22,24
4/13/2013,22-11-03-24-18-39,22,11,3,24,18,39,3,11,18,22,24,39
4/16/2013,28-23-07-17-26-12,28,23,7,17,26,12,7,12,17,23,26,28
4/18/2013,24-08-16-31-18-33,24,8,16,31,18,33,8,16,18,24,31,33
4/20/2013,33-15-25-12-31-19,33,15,25,12,31,19,12,15,19,25,31,33
4/23/2013,30-33-14-37-39-13,30,33,14,37,39,13,13,14,30,33,37,39
4/25/2013,32-26-05-16-20-02,32,26,5,16,20,2,2,5,16,20,26,32
4/27/2013,40-03-06-19-14-39,40,3,6,19,14,39,3,6,14,19,39,40
4/30/2013,26-36-03-37-33-20,26,36,3,37,33,20,3,20,26,33,36,37
5/2/2013,28-18-16-12-02-05,28,18,16,12,2,5,2,5,12,16,18,28
5/4/2013,21-08-29-25-16-32,21,8,29,25,16,32,8,16,21,25,29,32
5/7/2013,35-04-15-01-10-38,35,4,15,1,10,38,1,4,10,15,35,38
5/9/2013,07-37-02-22-24-10,7,37,2,22,24,10,2,7,10,22,24,37
5/11/2013,09-01-31-34-14-20,9,1,31,34,14,20,1,9,14,20,31,34
5/14/2013,41-03-09-40-35-04,41,3,9,40,35,4,3,4,9,35,40,41
5/16/2013,13-07-24-22-11-03,13,7,24,22,11,3,3,7,11,13,22,24
5/18/2013,42-28-29-30-07-38,42,28,29,30,7,38,7,28,29,30,38,42
5/21/2013,11-35-22-34-31-04,11,35,22,34,31,4,4,11,22,31,34,35
5/23/2013,34-26-16-29-18-27,34,26,16,29,18,27,16,18,26,27,29,34
5/25/2013,32-20-27-04-24-16,32,20,27,4,24,16,4,16,20,24,27,32
5/28/2013,05-04-10-21-03-16,5,4,10,21,3,16,3,4,5,10,16,21
5/30/2013,04-31-13-30-08-32,4,31,13,30,8,32,4,8,13,30,31,32
6/1/2013,22-09-34-14-28-27,22,9,34,14,28,27,9,14,22,27,28,34
6/4/2013,34-15-31-33-04-11,34,15,31,33,4,11,4,11,15,31,33,34
6/6/2013,22-13-05-19-25-10,22,13,5,19,25,10,5,10,13,19,22,25
6/8/2013,22-21-27-33-07-30,22,21,27,33,7,30,7,21,22,27,30,33
6/11/2013,19-28-30-20-04-39,19,28,30,20,4,39,4,19,20,28,30,39
6/13/2013,33-09-30-18-14-22,33,9,30,18,14,22,9,14,18,22,30,33
6/15/2013,21-23-38-34-06-33,21,23,38,34,6,33,6,21,23,33,34,38
6/18/2013,35-32-24-36-19-28,35,32,24,36,19,28,19,24,28,32,35,36
6/20/2013,23-27-19-13-37-32,23,27,19,13,37,32,13,19,23,27,32,37
6/22/2013,17-01-35-04-14-07,17,1,35,4,14,7,1,4,7,14,17,35
6/25/2013,11-26-32-07-36-33,11,26,32,7,36,33,7,11,26,32,33,36
6/27/2013,38-27-32-35-22-08,38,27,32,35,22,8,8,22,27,32,35,38
6/29/2013,26-35-39-08-38-28,26,35,39,8,38,28,8,26,28,35,38,39
7/2/2013,25-07-27-08-16-10,25,7,27,8,16,10,7,8,10,16,25,27
7/4/2013,14-20-37-08-13-39,14,20,37,8,13,39,8,13,14,20,37,39
7/6/2013,13-20-23-25-27-28,13,20,23,25,27,28,13,20,23,25,27,28
7/9/2013,29-39-11-15-07-21,29,39,11,15,7,21,7,11,15,21,29,39
7/11/2013,15-27-08-16-37-14,15,27,8,16,37,14,8,14,15,16,27,37
7/13/2013,07-34-26-12-23-38,7,34,26,12,23,38,7,12,23,26,34,38
7/16/2013,24-29-01-27-03-42,24,29,1,27,3,42,1,3,24,27,29,42
7/18/2013,05-29-34-35-10-27,5,29,34,35,10,27,5,10,27,29,34,35
7/20/2013,09-08-38-03-36-02,9,8,38,3,36,2,2,3,8,9,36,38
7/23/2013,12-42-31-32-06-13,12,42,31,32,6,13,6,12,13,31,32,42
7/25/2013,25-22-21-04-19-07,25,22,21,4,19,7,4,7,19,21,22,25
7/27/2013,29-36-30-16-39-41,29,36,30,16,39,41,16,29,30,36,39,41
7/30/2013,30-27-14-10-35-20,30,27,14,10,35,20,10,14,20,27,30,35
8/1/2013,11-42-05-10-27-22,11,42,5,10,27,22,5,10,11,22,27,42
8/3/2013,06-41-14-37-40-35,6,41,14,37,40,35,6,14,35,37,40,41
8/6/2013,41-07-04-38-13-29,41,7,4,38,13,29,4,7,13,29,38,41
8/8/2013,20-40-29-24-07-08,20,40,29,24,7,8,7,8,20,24,29,40
8/10/2013,39-40-11-19-30-35,39,40,11,19,30,35,11,19,30,35,39,40
8/13/2013,19-08-30-40-15-18,19,8,30,40,15,18,8,15,18,19,30,40
8/15/2013,37-13-40-08-30-11,37,13,40,8,30,11,8,11,13,30,37,40
8/17/2013,37-11-25-35-08-32,37,11,25,35,8,32,8,11,25,32,35,37
8/20/2013,15-30-42-35-16-13,15,30,42,35,16,13,13,15,16,30,35,42
8/22/2013,01-10-18-08-06-42,1,10,18,8,6,42,1,6,8,10,18,42
8/24/2013,01-38-40-29-22-25,1,38,40,29,22,25,1,22,25,29,38,40
8/27/2013,39-18-38-02-35-16,39,18,38,2,35,16,2,16,18,35,38,39
8/29/2013,17-09-42-29-34-36,17,9,42,29,34,36,9,17,29,34,36,42
8/31/2013,20-05-41-35-02-28,20,5,41,35,2,28,2,5,20,28,35,41
9/3/2013,38-36-39-01-22-16,38,36,39,1,22,16,1,16,22,36,38,39
9/5/2013,31-11-35-06-40-23,31,11,35,6,40,23,6,11,23,31,35,40
9/7/2013,21-29-32-27-40-24,21,29,32,27,40,24,21,24,27,29,32,40
9/10/2013,16-13-15-17-36-28,16,13,15,17,36,28,13,15,16,17,28,36
9/12/2013,25-12-40-08-24-23,25,12,40,8,24,23,8,12,23,24,25,40
9/14/2013,01-34-09-28-31-30,1,34,9,28,31,30,1,9,28,30,31,34
9/17/2013,05-27-32-36-22-09,5,27,32,36,22,9,5,9,22,27,32,36
9/19/2013,38-37-21-42-16-35,38,37,21,42,16,35,16,21,35,37,38,42
9/21/2013,39-02-20-08-25-05,39,2,20,8,25,5,2,5,8,20,25,39
9/24/2013,31-11-33-34-22-14,31,11,33,34,22,14,11,14,22,31,33,34
9/26/2013,01-03-26-04-27-19,1,3,26,4,27,19,1,3,4,19,26,27
9/28/2013,26-40-38-18-02-35,26,40,38,18,2,35,2,18,26,35,38,40
10/1/2013,14-07-17-32-03-23,14,7,17,32,3,23,3,7,14,17,23,32
10/3/2013,09-31-11-38-33-18,9,31,11,38,33,18,9,11,18,31,33,38
10/5/2013,06-01-31-23-13-11,6,1,31,23,13,11,1,6,11,13,23,31
10/8/2013,04-24-31-37-03-19,4,24,31,37,3,19,3,4,19,24,31,37
10/10/2013,27-09-16-35-42-19,27,9,16,35,42,19,9,16,19,27,35,42
10/12/2013,09-37-06-39-36-13,9,37,6,39,36,13,6,9,13,36,37,39
10/15/2013,15-19-27-06-09-26,15,19,27,6,9,26,6,9,15,19,26,27
10/17/2013,25-35-39-18-23-40,25,35,39,18,23,40,18,23,25,35,39,40
10/19/2013,15-11-19-33-18-07,15,11,19,33,18,7,7,11,15,18,19,33
10/22/2013,21-38-35-15-39-10,21,38,35,15,39,10,10,15,21,35,38,39
10/24/2013,04-22-12-25-20-21,4,22,12,25,20,21,4,12,20,21,22,25
10/26/2013,29-20-28-35-16-11,29,20,28,35,16,11,11,16,20,28,29,35
10/29/2013,37-17-03-20-28-23,37,17,3,20,28,23,3,17,20,23,28,37
10/31/2013,07-35-14-30-06-04,7,35,14,30,6,4,4,6,7,14,30,35
11/2/2013,24-37-07-30-25-01,24,37,7,30,25,1,1,7,24,25,30,37
11/5/2013,32-17-30-08-20-11,32,17,30,8,20,11,8,11,17,20,30,32
11/7/2013,18-22-41-04-19-20,18,22,41,4,19,20,4,18,19,20,22,41
11/9/2013,28-30-02-03-08-42,28,30,2,3,8,42,2,3,8,28,30,42
11/12/2013,32-16-24-03-05-25,32,16,24,3,5,25,3,5,16,24,25,32
11/14/2013,14-39-15-18-42-04,14,39,15,18,42,4,4,14,15,18,39,42
11/16/2013,30-03-17-41-26-02,30,3,17,41,26,2,2,3,17,26,30,41
11/19/2013,32-26-10-40-41-36,32,26,10,40,41,36,10,26,32,36,40,41
11/21/2013,28-32-38-36-14-16,28,32,38,36,14,16,14,16,28,32,36,38
11/23/2013,18-35-17-40-15-30,18,35,17,40,15,30,15,17,18,30,35,40
11/26/2013,22-15-02-34-01-36,22,15,2,34,1,36,1,2,15,22,34,36
11/28/2013,32-10-12-08-20-26,32,10,12,8,20,26,8,10,12,20,26,32
11/30/2013,33-40-01-07-24-42,33,40,1,7,24,42,1,7,24,33,40,42
12/3/2013,03-23-06-15-20-25,3,23,6,15,20,25,3,6,15,20,23,25
12/5/2013,29-41-17-26-09-04,29,41,17,26,9,4,4,9,17,26,29,41
12/7/2013,30-02-11-16-18-03,30,2,11,16,18,3,2,3,11,16,18,30
12/10/2013,42-12-21-38-19-25,42,12,21,38,19,25,12,19,21,25,38,42
12/12/2013,37-18-04-32-15-21,37,18,4,32,15,21,4,15,18,21,32,37
12/14/2013,27-04-38-13-03-11,27,4,38,13,3,11,3,4,11,13,27,38
12/17/2013,18-01-10-34-24-35,18,1,10,34,24,35,1,10,18,24,34,35
12/19/2013,17-05-30-10-36-12,17,5,30,10,36,12,5,10,12,17,30,36
12/21/2013,25-02-38-04-32-34,25,2,38,4,32,34,2,4,25,32,34,38
12/24/2013,01-41-24-16-20-15,1,41,24,16,20,15,1,15,16,20,24,41
12/26/2013,29-41-20-36-40-03,29,41,20,36,40,3,3,20,29,36,40,41
12/28/2013,16-11-34-41-31-03,16,11,34,41,31,3,3,11,16,31,34,41
12/31/2013,29-14-41-19-38-37,29,14,41,19,38,37,14,19,29,37,38,41
1/2/2014,16-14-04-15-39-10,16,14,4,15,39,10,4,10,14,15,16,39
1/4/2014,18-26-07-33-40-06,18,26,7,33,40,6,6,7,18,26,33,40
1/7/2014,06-32-25-38-10-41,6,32,25,38,10,41,6,10,25,32,38,41
1/9/2014,21-13-19-27-20-23,21,13,19,27,20,23,13,19,20,21,23,27
1/11/2014,38-22-21-34-19-16,38,22,21,34,19,16,16,19,21,22,34,38
1/14/2014,08-24-37-42-36-14,8,24,37,42,36,14,8,14,24,36,37,42
1/16/2014,12-29-11-33-22-36,12,29,11,33,22,36,11,12,22,29,33,36
1/18/2014,08-27-25-03-41-26,8,27,25,3,41,26,3,8,25,26,27,41
1/21/2014,10-37-19-12-03-32,10,37,19,12,3,32,3,10,12,19,32,37
1/23/2014,09-03-11-22-40-15,9,3,11,22,40,15,3,9,11,15,22,40
1/25/2014,07-24-34-22-20-35,7,24,34,22,20,35,7,20,22,24,34,35
1/28/2014,31-19-27-17-20-12,31,19,27,17,20,12,12,17,19,20,27,31
1/30/2014,04-07-19-40-09-33,4,7,19,40,9,33,4,7,9,19,33,40
2/1/2014,11-21-12-04-20-08,11,21,12,4,20,8,4,8,11,12,20,21
2/4/2014,23-08-28-09-24-33,23,8,28,9,24,33,8,9,23,24,28,33
2/6/2014,01-09-32-37-33-05,1,9,32,37,33,5,1,5,9,32,33,37
2/8/2014,09-19-11-22-16-06,9,19,11,22,16,6,6,9,11,16,19,22
2/11/2014,22-41-35-20-29-42,22,41,35,20,29,42,20,22,29,35,41,42
2/13/2014,11-25-21-39-41-05,11,25,21,39,41,5,5,11,21,25,39,41
2/15/2014,34-31-16-03-29-12,34,31,16,3,29,12,3,12,16,29,31,34
2/18/2014,30-26-21-16-32-05,30,26,21,16,32,5,5,16,21,26,30,32
2/20/2014,08-06-20-35-26-10,8,6,20,35,26,10,6,8,10,20,26,35
2/22/2014,27-32-38-16-34-08,27,32,38,16,34,8,8,16,27,32,34,38
2/25/2014,32-40-06-21-37-14,32,40,6,21,37,14,6,14,21,32,37,40
2/27/2014,16-38-28-15-19-24,16,38,28,15,19,24,15,16,19,24,28,38
3/1/2014,29-21-03-04-02-31,29,21,3,4,2,31,2,3,4,21,29,31
3/4/2014,24-35-25-03-30-34,24,35,25,3,30,34,3,24,25,30,34,35
3/6/2014,04-26-21-39-09-10,4,26,21,39,9,10,4,9,10,21,26,39
3/8/2014,02-11-01-03-37-22,2,11,1,3,37,22,1,2,3,11,22,37
3/11/2014,25-40-38-12-06-34,25,40,38,12,6,34,6,12,25,34,38,40
3/13/2014,15-20-21-23-01-05,15,20,21,23,1,5,1,5,15,20,21,23
3/15/2014,26-22-25-04-19-12,26,22,25,4,19,12,4,12,19,22,25,26
3/18/2014,14-10-19-21-24-20,14,10,19,21,24,20,10,14,19,20,21,24
3/20/2014,10-16-08-11-13-32,10,16,8,11,13,32,8,10,11,13,16,32
3/22/2014,01-21-28-42-35-30,1,21,28,42,35,30,1,21,28,30,35,42
3/25/2014,06-15-05-18-24-27,6,15,5,18,24,27,5,6,15,18,24,27
3/27/2014,12-27-34-41-31-05,12,27,34,41,31,5,5,12,27,31,34,41
3/29/2014,07-13-23-29-32-16,7,13,23,29,32,16,7,13,16,23,29,32
4/1/2014,27-08-04-40-33-12,27,8,4,40,33,12,4,8,12,27,33,40
4/3/2014,01-36-23-31-03-25,1,36,23,31,3,25,1,3,23,25,31,36
4/5/2014,21-31-02-14-25-09,21,31,2,14,25,9,2,9,14,21,25,31
4/8/2014,05-30-37-02-28-14,5,30,37,2,28,14,2,5,14,28,30,37
4/10/2014,42-19-27-02-07-41,42,19,27,2,7,41,2,7,19,27,41,42
4/12/2014,33-13-40-28-39-41,33,13,40,28,39,41,13,28,33,39,40,41
4/15/2014,15-30-03-31-18-01,15,30,3,31,18,1,1,3,15,18,30,31
4/22/2014,11-33-05-22-30-41,11,33,5,22,30,41,5,11,22,30,33,41
4/24/2014,37-17-31-01-34-42,37,17,31,1,34,42,1,17,31,34,37,42
4/26/2014,18-20-27-26-32-13,18,20,27,26,32,13,13,18,20,26,27,32
4/29/2014,20-06-11-39-05-42,20,6,11,39,5,42,5,6,11,20,39,42
5/1/2014,34-40-29-41-37-28,34,40,29,41,37,28,28,29,34,37,40,41
5/3/2014,19-12-27-14-22-18,19,12,27,14,22,18,12,14,18,19,22,27
5/6/2014,33-41-20-12-03-10,33,41,20,12,3,10,3,10,12,20,33,41
5/8/2014,26-08-37-01-23-21,26,8,37,1,23,21,1,8,21,23,26,37
5/10/2014,34-29-19-24-22-13,34,29,19,24,22,13,13,19,22,24,29,34
5/13/2014,40-19-05-29-15-16,40,19,5,29,15,16,5,15,16,19,29,40
5/15/2014,39-07-20-27-42-10,39,7,20,27,42,10,7,10,20,27,39,42
5/17/2014,02-34-28-21-14-27,2,34,28,21,14,27,2,14,21,27,28,34
5/20/2014,19-34-26-14-20-18,19,34,26,14,20,18,14,18,19,20,26,34
5/22/2014,16-14-20-17-12-06,16,14,20,17,12,6,6,12,14,16,17,20
5/24/2014,38-41-11-31-18-05,38,41,11,31,18,5,5,11,18,31,38,41
5/27/2014,13-42-21-38-40-17,13,42,21,38,40,17,13,17,21,38,40,42
5/29/2014,10-05-12-30-04-31,10,5,12,30,4,31,4,5,10,12,30,31
5/31/2014,14-18-02-39-30-27,14,18,2,39,30,27,2,14,18,27,30,39
6/3/2014,23-28-09-04-05-17,23,28,9,4,5,17,4,5,9,17,23,28
6/5/2014,35-14-22-23-08-04,35,14,22,23,8,4,4,8,14,22,23,35
6/7/2014,31-17-30-38-33-26,31,17,30,38,33,26,17,26,30,31,33,38
6/10/2014,39-41-28-10-15-25,39,41,28,10,15,25,10,15,25,28,39,41
6/12/2014,04-33-17-27-41-23,4,33,17,27,41,23,4,17,23,27,33,41
6/14/2014,05-15-11-08-37-01,5,15,11,8,37,1,1,5,8,11,15,37
6/17/2014,33-38-24-14-27-18,33,38,24,14,27,18,14,18,24,27,33,38
6/19/2014,33-30-32-35-05-06,33,30,32,35,5,6,5,6,30,32,33,35
6/21/2014,21-38-14-12-17-26,21,38,14,12,17,26,12,14,17,21,26,38
6/24/2014,26-04-23-05-36-29,26,4,23,5,36,29,4,5,23,26,29,36
6/26/2014,30-16-18-31-13-27,30,16,18,31,13,27,13,16,18,27,30,31
6/28/2014,27-01-29-04-06-18,27,1,29,4,6,18,1,4,6,18,27,29
7/1/2014,39-22-30-06-32-37,39,22,30,6,32,37,6,22,30,32,37,39
7/3/2014,40-30-06-04-02-22,40,30,6,4,2,22,2,4,6,22,30,40
7/5/2014,39-21-11-27-08-37,39,21,11,27,8,37,8,11,21,27,37,39
7/8/2014,17-26-38-15-04-37,17,26,38,15,4,37,4,15,17,26,37,38
7/10/2014,26-33-20-31-18-23,26,33,20,31,18,23,18,20,23,26,31,33
7/12/2014,23-39-34-03-38-32,23,39,34,3,38,32,3,23,32,34,38,39
7/15/2014,19-01-17-31-12-07,19,1,17,31,12,7,1,7,12,17,19,31
7/17/2014,31-36-02-04-21-34,31,36,2,4,21,34,2,4,21,31,34,36
7/19/2014,26-35-29-03-15-42,26,35,29,3,15,42,3,15,26,29,35,42
7/22/2014,31-23-40-18-21-04,31,23,40,18,21,4,4,18,21,23,31,40
7/24/2014,37-16-05-24-03-15,37,16,5,24,3,15,3,5,15,16,24,37
7/26/2014,26-38-33-41-06-11,26,38,33,41,6,11,6,11,26,33,38,41
7/29/2014,36-40-04-28-10-33,36,40,4,28,10,33,4,10,28,33,36,40
7/31/2014,09-17-35-23-29-22,9,17,35,23,29,22,9,17,22,23,29,35
8/2/2014,09-19-31-36-05-21,9,19,31,36,5,21,5,9,19,21,31,36
8/5/2014,24-03-39-18-13-36,24,3,39,18,13,36,3,13,18,24,36,39
8/7/2014,21-22-03-26-31-38,21,22,3,26,31,38,3,21,22,26,31,38
8/9/2014,16-38-31-17-37-41,16,38,31,17,37,41,16,17,31,37,38,41
8/12/2014,33-31-05-11-40-20,33,31,5,11,40,20,5,11,20,31,33,40
8/14/2014,34-32-27-29-20-05,34,32,27,29,20,5,5,20,27,29,32,34
8/16/2014,40-22-08-26-19-38,40,22,8,26,19,38,8,19,22,26,38,40
8/19/2014,28-02-01-40-17-32,28,2,1,40,17,32,1,2,17,28,32,40
8/21/2014,38-32-27-34-35-12,38,32,27,34,35,12,12,27,32,34,35,38
8/23/2014,16-28-13-15-09-08,16,28,13,15,9,8,8,9,13,15,16,28
8/26/2014,34-28-07-24-01-42,34,28,7,24,1,42,1,7,24,28,34,42
8/28/2014,42-07-35-24-38-30,42,7,35,24,38,30,7,24,30,35,38,42
8/30/2014,10-12-28-05-17-09,10,12,28,5,17,9,5,9,10,12,17,28
9/2/2014,22-29-04-40-28-08,22,29,4,40,28,8,4,8,22,28,29,40
9/4/2014,01-29-04-41-28-24,1,29,4,41,28,24,1,4,24,28,29,41
9/6/2014,27-42-40-39-21-15,27,42,40,39,21,15,15,21,27,39,40,42
9/9/2014,36-20-01-24-13-12,36,20,1,24,13,12,1,12,13,20,24,36
9/11/2014,19-39-30-25-22-20,19,39,30,25,22,20,19,20,22,25,30,39
9/13/2014,29-41-07-22-16-28,29,41,7,22,16,28,7,16,22,28,29,41
9/16/2014,18-20-26-35-03-22,18,20,26,35,3,22,3,18,20,22,26,35
9/18/2014,41-35-02-19-37-04,41,35,2,19,37,4,2,4,19,35,37,41
9/20/2014,29-24-01-02-08-20,29,24,1,2,8,20,1,2,8,20,24,29
9/23/2014,07-08-42-20-26-36,7,8,42,20,26,36,7,8,20,26,36,42
9/25/2014,40-37-10-01-21-12,40,37,10,1,21,12,1,10,12,21,37,40
9/27/2014,39-41-01-31-38-25,39,41,1,31,38,25,1,25,31,38,39,41
9/30/2014,25-15-42-01-20-30,25,15,42,1,20,30,1,15,20,25,30,42
10/2/2014,40-09-36-31-21-41,40,9,36,31,21,41,9,21,31,36,40,41
10/4/2014,35-11-32-10-01-34,35,11,32,10,1,34,1,10,11,32,34,35
10/7/2014,16-14-24-35-19-25,16,14,24,35,19,25,14,16,19,24,25,35
10/9/2014,07-06-26-17-01-11,7,6,26,17,1,11,1,6,7,11,17,26
10/11/2014,34-12-04-15-33-35,34,12,4,15,33,35,4,12,15,33,34,35
10/14/2014,37-02-34-12-19-07,37,2,34,12,19,7,2,7,12,19,34,37
10/16/2014,02-35-19-12-39-04,2,35,19,12,39,4,2,4,12,19,35,39
10/18/2014,10-03-42-38-20-15,10,3,42,38,20,15,3,10,15,20,38,42
10/21/2014,13-30-28-09-42-05,13,30,28,9,42,5,5,9,13,28,30,42
10/23/2014,41-23-17-14-02-04,41,23,17,14,2,4,2,4,14,17,23,41
10/25/2014,40-07-14-37-05-06,40,7,14,37,5,6,5,6,7,14,37,40
10/28/2014,11-32-19-26-14-10,11,32,19,26,14,10,10,11,14,19,26,32
10/30/2014,32-28-14-12-40-27,32,28,14,12,40,27,12,14,27,28,32,40
11/1/2014,11-08-37-30-09-21,11,8,37,30,9,21,8,9,11,21,30,37
11/4/2014,37-35-1-2-39-4,37,35,1,2,39,4,1,2,4,35,37,39
11/6/2014,27-42-40-34-07-33,27,42,40,34,7,33,7,27,33,34,40,42
11/8/2014,19-22-25-27-38-05,19,22,25,27,38,5,5,19,22,25,27,38
11/11/2014,21-02-09-15-30-20,21,2,9,15,30,20,2,9,15,20,21,30
11/13/2014,13-20-41-40-23-35,13,20,41,40,23,35,13,20,23,35,40,41
11/15/2014,13-10-31-14-20-23,13,10,31,14,20,23,10,13,14,20,23,31
11/18/2014,23-20-34-19-29-26,23,20,34,19,29,26,19,20,23,26,29,34
11/20/2014,37-02-17-03-07-09,37,2,17,3,7,9,2,3,7,9,17,37
11/22/2014,21-37-36-02-30-24,21,37,36,2,30,24,2,21,24,30,36,37
11/25/2014,03-41-02-33-07-38,3,41,2,33,7,38,2,3,7,33,38,41
11/27/2014,29-34-14-30-19-23,29,34,14,30,19,23,14,19,23,29,30,34
11/29/2014,09-36-14-38-21-33,9,36,14,38,21,33,9,14,21,33,36,38
12/2/2014,09-10-15-27-18-20,9,10,15,27,18,20,9,10,15,18,20,27
12/4/2014,28-09-30-34-40-41,28,9,30,34,40,41,9,28,30,34,40,41
12/6/2014,17-34-41-35-42-10,17,34,41,35,42,10,10,17,34,35,41,42
